Mes,Name,TrProceso,TrAprobadas,TrAtrasadas,TrRechazadas,TrEnviadas,TrCanceladas,MntProceso,MntAprobadas,MntAtrasadas,MntRechazadas,MntEnviadas,MntCanceladas
2012-03,Germany,0,0,0,0,20.0,0,0.0,0.0,0.0,0.0,55572.128000000004,0.0
2012-03,Northeast,0,0,0,0,8.0,1,0.0,0.0,0.0,0.0,124766.6103,34356.815
2012-03,Northwest,0,0,0,0,42.0,0,0.0,0.0,0.0,0.0,597747.7171,0.0
2012-03,Southeast,0,0,0,0,10.0,1,0.0,0.0,0.0,0.0,315824.8365,106261.913
2012-03,Southwest,0,0,0,0,73.0,3,0.0,0.0,0.0,0.0,798817.7027,71968.7405
2012-03,United Kingdom,0,0,0,0,10.0,0,0.0,0.0,0.0,0.0,39090.635200000004,0.0
2012-04,Australia,0,0,0,0,62.0,0,0.0,0.0,0.0,0.0,218605.3992,0.0
2012-04,Canada,0,0,0,0,23.0,0,0.0,0.0,0.0,0.0,256883.8371,0.0
2012-04,Central,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,198424.96779999998,0.0
2012-04,France,0,0,0,0,18.0,0,0.0,0.0,0.0,0.0,61178.088,0.0
2012-04,Germany,0,0,0,0,17.0,0,0.0,0.0,0.0,0.0,53873.2404,0.0
2012-04,Northeast,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,138182.6675,0.0
2012-04,Northwest,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,266152.7055,0.0
2012-04,Southeast,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,137043.1447,0.0
2012-04,Southwest,0,0,0,0,76.0,0,0.0,0.0,0.0,0.0,508824.1631,0.0
2012-04,United Kingdom,0,0,0,0,10.0,0,0.0,0.0,0.0,0.0,32755.2906,0.0
2012-05,Australia,0,0,0,0,70.0,0,0.0,0.0,0.0,0.0,236947.6869,0.0
2012-05,Canada,0,0,0,0,29.0,1,0.0,0.0,0.0,0.0,621346.0603,170512.6689
2012-05,Central,0,0,0,0,7.0,1,0.0,0.0,0.0,0.0,306595.8139,34.0951
2012-05,France,0,0,0,0,17.0,1,0.0,0.0,0.0,0.0,103320.9565,41884.8691
2012-05,Germany,0,0,0,0,21.0,1,0.0,0.0,0.0,0.0,65193.0282,1105.4834
2012-05,Northeast,0,0,0,0,6.0,1,0.0,0.0,0.0,0.0,260730.3837,99952.438
2012-05,Northwest,0,0,0,0,46.0,1,0.0,0.0,0.0,0.0,472696.1953,1284.1907
2012-05,Southeast,0,0,0,0,13.0,1,0.0,0.0,0.0,0.0,207777.57690000001,203.4557
2012-05,Southwest,0,0,0,0,60.0,1,0.0,0.0,0.0,0.0,727678.4649,64.242
2012-05,United Kingdom,0,0,0,0,16.0,0,0.0,0.0,0.0,0.0,135596.8442,0.0
2012-06,Australia,0,0,0,0,63.0,1,0.0,0.0,0.0,0.0,137633.501,2410.6266
2012-06,Canada,0,0,0,0,54.0,0,0.0,0.0,0.0,0.0,801847.9937,0.0
2012-06,Central,0,0,0,0,15.0,0,0.0,0.0,0.0,0.0,356299.3931,0.0
2012-06,France,0,0,0,0,29.0,0,0.0,0.0,0.0,0.0,343568.0111,0.0
2012-06,Germany,0,0,0,0,20.0,0,0.0,0.0,0.0,0.0,41468.3453,0.0
2012-06,Northeast,0,0,0,0,15.0,0,0.0,0.0,0.0,0.0,474686.8313,0.0
2012-06,Northwest,0,0,0,0,61.0,0,0.0,0.0,0.0,0.0,718042.866,0.0
2012-06,Southeast,0,0,0,0,20.0,0,0.0,0.0,0.0,0.0,360740.8495,0.0
2012-06,Southwest,0,0,0,0,80.0,0,0.0,0.0,0.0,0.0,1121872.1556,0.0
2012-06,United Kingdom,0,0,0,0,32.0,0,0.0,0.0,0.0,0.0,252076.6421,0.0
2012-07,Australia,0,0,0,0,73.0,1,0.0,0.0,0.0,0.0,158670.4505,2264.2536
2012-07,Canada,0,0,0,0,53.0,0,0.0,0.0,0.0,0.0,707352.5028,0.0
2012-07,Central,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,277345.6309,0.0
2012-07,France,0,0,0,0,26.0,0,0.0,0.0,0.0,0.0,231318.9239,0.0
2012-07,Germany,0,0,0,0,18.0,0,0.0,0.0,0.0,0.0,34252.42,0.0
2012-07,Northeast,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,272889.458,0.0
2012-07,Northwest,0,0,0,0,53.0,0,0.0,0.0,0.0,0.0,271034.3194,0.0
2012-07,Southeast,0,0,0,0,10.0,0,0.0,0.0,0.0,0.0,313524.3245,0.0
2012-07,Southwest,0,0,0,0,88.0,0,0.0,0.0,0.0,0.0,1265968.341,0.0
2012-07,United Kingdom,0,0,0,0,42.0,0,0.0,0.0,0.0,0.0,305610.8344,0.0
2012-08,Australia,0,0,0,0,68.0,1,0.0,0.0,0.0,0.0,143078.891,2264.2536
2012-08,Canada,0,0,0,0,20.0,2,0.0,0.0,0.0,0.0,398634.0894,68284.1569
2012-08,Central,0,0,0,0,7.0,1,0.0,0.0,0.0,0.0,175029.2336,55147.3945
2012-08,France,0,0,0,0,31.0,0,0.0,0.0,0.0,0.0,115288.92700000001,0.0
2012-08,Germany,0,0,0,0,19.0,0,0.0,0.0,0.0,0.0,42222.2248,0.0
2012-08,Northeast,0,0,0,0,7.0,1,0.0,0.0,0.0,0.0,285553.8624,33508.6828
2012-08,Northwest,0,0,0,0,35.0,1,0.0,0.0,0.0,0.0,234123.5051,84508.0939
2012-08,Southeast,0,0,0,0,12.0,1,0.0,0.0,0.0,0.0,132507.981,32162.6078
2012-08,Southwest,0,0,0,0,43.0,1,0.0,0.0,0.0,0.0,475129.7272,33206.0223
2012-08,United Kingdom,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,131801.52980000002,0.0
2012-09,Australia,0,0,0,0,92.0,0,0.0,0.0,0.0,0.0,196248.66770000002,0.0
2012-09,Canada,0,0,0,0,44.0,0,0.0,0.0,0.0,0.0,602157.8386,0.0
2012-09,Central,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,319422.47490000003,0.0
2012-09,France,0,0,0,0,31.0,0,0.0,0.0,0.0,0.0,262701.4644,0.0
2012-09,Germany,0,0,0,0,18.0,1,0.0,0.0,0.0,0.0,32714.5534,2699.9018
2012-09,Northeast,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,432675.0012,0.0
2012-09,Northwest,0,0,0,0,37.0,0,0.0,0.0,0.0,0.0,612463.2578,0.0
2012-09,Southeast,0,0,0,0,17.0,0,0.0,0.0,0.0,0.0,281003.6741,0.0
2012-09,Southwest,0,0,0,0,50.0,0,0.0,0.0,0.0,0.0,926635.1822,0.0
2012-09,United Kingdom,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,213002.1699,0.0
2012-10,Australia,0,0,0,0,62.0,0,0.0,0.0,0.0,0.0,122565.22690000001,0.0
2012-10,Canada,0,0,0,0,32.0,2,0.0,0.0,0.0,0.0,410618.6322,150621.81100000002
2012-10,Central,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,259583.7205,0.0
2012-10,France,0,0,0,0,22.0,0,0.0,0.0,0.0,0.0,128921.0928,0.0
2012-10,Germany,0,0,0,0,28.0,0,0.0,0.0,0.0,0.0,58017.374800000005,0.0
2012-10,Northeast,0,0,0,0,7.0,1,0.0,0.0,0.0,0.0,88871.8153,113231.0188
2012-10,Northwest,0,0,0,0,42.0,1,0.0,0.0,0.0,0.0,198886.3611,1902.3692
2012-10,Southeast,0,0,0,0,9.0,0,0.0,0.0,0.0,0.0,259212.5879,0.0
2012-10,Southwest,0,0,0,0,58.0,8,0.0,0.0,0.0,0.0,740516.1747,80447.2516
2012-10,United Kingdom,0,0,0,0,34.0,1,0.0,0.0,0.0,0.0,186789.9678,57874.7924
2012-11,Australia,0,0,0,0,105.0,1,0.0,0.0,0.0,0.0,216902.91830000002,1105.4834
2012-11,Canada,0,0,0,0,26.0,0,0.0,0.0,0.0,0.0,319819.9578,0.0
2012-11,Central,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,166677.7919,0.0
2012-11,France,0,0,0,0,47.0,0,0.0,0.0,0.0,0.0,126524.77560000001,0.0
2012-11,Germany,0,0,0,0,32.0,0,0.0,0.0,0.0,0.0,57006.2577,0.0
2012-11,Northeast,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,269839.3504,0.0
2012-11,Northwest,0,0,0,0,42.0,0,0.0,0.0,0.0,0.0,277598.4823,0.0
2012-11,Southeast,0,0,0,0,11.0,0,0.0,0.0,0.0,0.0,140842.1916,0.0
2012-11,Southwest,0,0,0,0,62.0,0,0.0,0.0,0.0,0.0,402460.5763,0.0
2012-11,United Kingdom,0,0,0,0,42.0,0,0.0,0.0,0.0,0.0,118375.34389999999,0.0
2012-12,Australia,0,0,0,0,100.0,0,0.0,0.0,0.0,0.0,210130.8046,0.0
2012-12,Canada,0,0,0,0,38.0,0,0.0,0.0,0.0,0.0,416454.4645,0.0
2012-12,Central,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,263550.7642,0.0
2012-12,France,0,0,0,0,28.0,0,0.0,0.0,0.0,0.0,203755.97879999998,0.0
2012-12,Germany,0,0,0,0,20.0,0,0.0,0.0,0.0,0.0,39485.9395,0.0
2012-12,Northeast,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,312669.4615,0.0
2012-12,Northwest,0,0,0,0,47.0,0,0.0,0.0,0.0,0.0,503820.0194,0.0
2012-12,Southeast,0,0,0,0,18.0,0,0.0,0.0,0.0,0.0,240254.6478,0.0
2012-12,Southwest,0,0,0,0,59.0,1,0.0,0.0,0.0,0.0,779688.6678,2264.2536
2012-12,United Kingdom,0,0,0,0,40.0,0,0.0,0.0,0.0,0.0,204773.167,0.0
2013-01,Australia,0,0,0,0,118.0,0,0.0,0.0,0.0,0.0,245877.6662,0.0
2013-01,Canada,0,0,0,0,32.0,0,0.0,0.0,0.0,0.0,469186.4587,0.0
2013-01,Central,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,202261.24120000002,0.0
2013-01,France,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,121103.7535,0.0
2013-01,Germany,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,76864.5552,0.0
2013-01,Northeast,0,0,0,0,9.0,0,0.0,0.0,0.0,0.0,171608.4392,0.0
2013-01,Northwest,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,132466.2661,0.0
2013-01,Southeast,0,0,0,0,10.0,0,0.0,0.0,0.0,0.0,157417.6261,0.0
2013-01,Southwest,0,0,0,0,68.0,0,0.0,0.0,0.0,0.0,556150.6565,0.0
2013-01,United Kingdom,0,0,0,0,44.0,0,0.0,0.0,0.0,0.0,207124.88940000001,0.0
2013-02,Australia,0,0,0,0,94.0,0,0.0,0.0,0.0,0.0,196345.3108,0.0
2013-02,Canada,0,0,0,0,24.0,0,0.0,0.0,0.0,0.0,519516.2921,0.0
2013-02,Central,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,218487.6571,0.0
2013-02,France,0,0,0,0,38.0,0,0.0,0.0,0.0,0.0,137170.7643,0.0
2013-02,Germany,0,0,0,0,30.0,0,0.0,0.0,0.0,0.0,62590.924600000006,0.0
2013-02,Northeast,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,377471.5013,0.0
2013-02,Northwest,0,0,0,0,40.0,0,0.0,0.0,0.0,0.0,291095.5501,0.0
2013-02,Southeast,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,196642.7644,0.0
2013-02,Southwest,0,0,0,0,34.0,1,0.0,0.0,0.0,0.0,483967.032,1105.4834
2013-02,United Kingdom,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,115825.5866,0.0
2013-03,Australia,0,0,0,0,115.0,0,0.0,0.0,0.0,0.0,238335.08130000002,0.0
2013-03,Canada,0,0,0,0,36.0,2,0.0,0.0,0.0,0.0,515224.6014,31644.0248
2013-03,Central,0,0,0,0,14.0,1,0.0,0.0,0.0,0.0,319759.7368,96.363
2013-03,France,0,0,0,0,41.0,0,0.0,0.0,0.0,0.0,276427.5385,0.0
2013-03,Germany,0,0,0,0,37.0,0,0.0,0.0,0.0,0.0,73427.2432,0.0
2013-03,Northeast,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,384092.3222,0.0
2013-03,Northwest,0,0,0,0,59.0,3,0.0,0.0,0.0,0.0,536946.7271,76616.1265
2013-03,Southeast,0,0,0,0,15.0,4,0.0,0.0,0.0,0.0,189824.1145,50290.6141
2013-03,Southwest,0,0,0,0,57.0,3,0.0,0.0,0.0,0.0,879920.9484999999,72649.8379
2013-03,United Kingdom,0,0,0,0,39.0,1,0.0,0.0,0.0,0.0,156140.3038,30210.3553
2013-04,Australia,0,0,0,0,111.0,1,0.0,0.0,0.0,0.0,225843.3773,865.204
2013-04,Canada,0,0,0,0,38.0,0,0.0,0.0,0.0,0.0,525728.9935,0.0
2013-04,Central,0,0,0,0,15.0,0,0.0,0.0,0.0,0.0,248029.4033,0.0
2013-04,France,0,0,0,0,36.0,0,0.0,0.0,0.0,0.0,154563.5524,0.0
2013-04,Germany,0,0,0,0,37.0,1,0.0,0.0,0.0,0.0,61233.9517,1105.4834
2013-04,Northeast,0,0,0,0,9.0,0,0.0,0.0,0.0,0.0,201615.3594,0.0
2013-04,Northwest,0,0,0,0,46.0,0,0.0,0.0,0.0,0.0,166660.6948,0.0
2013-04,Southeast,0,0,0,0,11.0,0,0.0,0.0,0.0,0.0,235435.8362,0.0
2013-04,Southwest,0,0,0,0,77.0,0,0.0,0.0,0.0,0.0,798483.3107,0.0
2013-04,United Kingdom,0,0,0,0,46.0,0,0.0,0.0,0.0,0.0,221146.0067,0.0
2013-05,Australia,0,0,0,0,118.0,1,0.0,0.0,0.0,0.0,278403.5771,2709.8357
2013-05,Canada,0,0,0,0,14.0,3,0.0,0.0,0.0,0.0,474470.35120000003,101896.595
2013-05,Central,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,244261.5401,0.0
2013-05,France,0,0,0,0,57.0,0,0.0,0.0,0.0,0.0,168549.7237,0.0
2013-05,Germany,0,0,0,0,46.0,1,0.0,0.0,0.0,0.0,285084.00909999997,81.507
2013-05,Northeast,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,215034.07,0.0
2013-05,Northwest,0,0,0,0,41.0,2,0.0,0.0,0.0,0.0,429854.1237,57574.168600000005
2013-05,Southeast,0,0,0,0,11.0,1,0.0,0.0,0.0,0.0,199799.0659,364.8172
2013-05,Southwest,0,0,0,0,76.0,3,0.0,0.0,0.0,0.0,775911.9015,184474.0353
2013-05,United Kingdom,0,0,0,0,40.0,0,0.0,0.0,0.0,0.0,239615.625,0.0
2013-06,Australia,0,0,0,0,146.0,0,0.0,0.0,0.0,0.0,425665.2739,0.0
2013-06,Canada,0,0,0,0,60.0,0,0.0,0.0,0.0,0.0,685595.7923999999,0.0
2013-06,Central,0,0,0,0,16.0,0,0.0,0.0,0.0,0.0,427596.4269,0.0
2013-06,France,0,0,0,0,75.0,1,0.0,0.0,0.0,0.0,905448.2392,606.6229
2013-06,Germany,0,0,0,0,76.0,0,0.0,0.0,0.0,0.0,408022.72380000004,0.0
2013-06,Northeast,0,0,0,0,17.0,0,0.0,0.0,0.0,0.0,323580.4705,0.0
2013-06,Northwest,0,0,0,0,86.0,0,0.0,0.0,0.0,0.0,925474.2621,0.0
2013-06,Southeast,0,0,0,0,21.0,0,0.0,0.0,0.0,0.0,310417.2471,0.0
2013-06,Southwest,0,0,0,0,130.0,1,0.0,0.0,0.0,0.0,926451.744,2868.5248
2013-06,United Kingdom,0,0,0,0,90.0,0,0.0,0.0,0.0,0.0,384537.9359,0.0
2013-07,Australia,0,0,0,0,315.0,1,0.0,0.0,0.0,0.0,513118.8311,38.675
2013-07,Canada,0,0,0,0,289.0,1,0.0,0.0,0.0,0.0,830014.3475,43.3713
2013-07,Central,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,392829.8676,0.0
2013-07,France,0,0,0,0,144.0,0,0.0,0.0,0.0,0.0,315764.7213,0.0
2013-07,Germany,0,0,0,0,151.0,0,0.0,0.0,0.0,0.0,253737.3584,0.0
2013-07,Northeast,0,0,0,0,11.0,0,0.0,0.0,0.0,0.0,309096.1495,0.0
2013-07,Northwest,0,0,0,0,263.0,1,0.0,0.0,0.0,0.0,794060.3208999999,104.3783
2013-07,Southeast,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,328279.6543,0.0
2013-07,Southwest,0,0,0,0,353.0,2,0.0,0.0,0.0,0.0,1087354.9184,1227.5998
2013-07,United Kingdom,0,0,0,0,182.0,0,0.0,0.0,0.0,0.0,696170.6511,0.0
2013-08,Australia,0,0,0,0,377.0,2,0.0,0.0,0.0,0.0,436093.9368,1310.2741
2013-08,Canada,0,0,0,0,244.0,1,0.0,0.0,0.0,0.0,521342.2757,3757.303
2013-08,Central,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,182924.001,0.0
2013-08,France,0,0,0,0,177.0,1,0.0,0.0,0.0,0.0,182135.3215,70.6869
2013-08,Germany,0,0,0,0,155.0,2,0.0,0.0,0.0,0.0,343861.2245,1312.9216000000001
2013-08,Northeast,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,212906.1634,0.0
2013-08,Northwest,0,0,0,0,252.0,3,0.0,0.0,0.0,0.0,464873.8762,4303.201900000001
2013-08,Southeast,0,0,0,0,12.0,0,0.0,0.0,0.0,0.0,181786.28459999998,0.0
2013-08,Southwest,0,0,0,0,345.0,4,0.0,0.0,0.0,0.0,775285.058,139165.1947
2013-08,United Kingdom,0,0,0,0,198.0,2,0.0,0.0,0.0,0.0,253929.723,28915.5563
2013-09,Australia,0,0,0,0,371.0,1,0.0,0.0,0.0,0.0,507677.2127,55.239
2013-09,Canada,0,0,0,0,248.0,1,0.0,0.0,0.0,0.0,537771.3419,2735.9248
2013-09,Central,0,0,0,0,16.0,0,0.0,0.0,0.0,0.0,365911.419,0.0
2013-09,France,0,0,0,0,135.0,0,0.0,0.0,0.0,0.0,802984.3449,0.0
2013-09,Germany,0,0,0,0,148.0,0,0.0,0.0,0.0,0.0,329338.7763,0.0
2013-09,Northeast,0,0,0,0,18.0,0,0.0,0.0,0.0,0.0,204013.4618,0.0
